"day","Mean_Temp","lvsg","rootsg","stemg","lvsd","rootd","stemd","AGB","TOTB"
291,11.72,9.86205637558077,5.91723382534846,3.94482255023231,37.7526018264684,22.651561095881,15.1010407305874,66.6605214828689,95.2293164040984
292,11.56,9.862080131136,5.9172480786816,3.9448320524544,37.9597050103556,22.7758230062134,15.1838820041422,66.9504991980883,95.6435702829833
293,11.39,9.86233284692782,5.91739970815669,3.94493313877113,38.1668086931095,22.9000852158657,15.2667234772438,67.2407981560522,96.0582830800746
294,11.25,9.86256546542751,5.91753927925651,3.945026186171,38.373917682895,23.024350609737,15.349567073158,67.5310764076515,96.4729662966449
295,11.08,9.862798049205,5.917678829523,3.945119219682,38.581031557669,23.1486189346014,15.4324126230676,67.8213614496235,96.8876592137479
296,10.92,9.86301763419929,5.91781058051958,3.94520705367972,38.7881503167023,23.2728901900213,15.5152601266809,68.1116351312622,97.3023359018031
297,10.78,9.86340097086358,5.91804058251815,3.94536038834543,38.9952736870205,23.3971642122123,15.5981094748082,68.4021445210376,97.717349315768
298,10.64,9.86373085202308,5.91823851121385,3.94549234080923,39.2024051074086,23.5214430644451,15.6809620429634,68.6925903432043,98.1322719188633
299,10.5,9.86400532532373,5.91840319519424,3.94560213012949,39.4095434553011,23.6457260731806,15.7638173821204,68.9829682928747,98.5470975612496
300,10.33,9.86424712403746,5.91854827442248,3.94569884961498,39.6166875671329,23.7700125402797,15.8466750268531,69.2733085676385,98.9618693823406
301,10.19,9.86462947363501,5.91877768418101,3.945851789454,39.8238367567376,23.8943020540426,15.9295347026951,69.5638527225217,99.3769324607453
302,10.06,9.86492708275363,5.91895624965218,3.94597083310145,40.030993975684,24.0185963854104,16.0123975902736,69.8542894818127,99.7918421168752
303,9.92,9.86535042697646,5.91921025618587,3.94614017079058,40.2381574444218,24.1428944666531,16.0952629777687,70.1449110199576,100.207015742797
304,9.75,9.84117090066566,5.9047025403994,3.93646836026626,40.4453298033883,24.267197882033,16.1781319213553,70.4011009856756,100.573001408108
305,9.61,9.81892456533367,5.8913547392002,3.92756982613347,40.6519943923023,24.3911966353814,16.2607977569209,70.6592865406903,100.941837915272
306,9.47,9.79863163111959,5.87917897867176,3.91945265244784,40.8581918081743,24.5149150849046,16.3432767232697,70.9195528150114,101.313646878588
307,9.36,9.77992226653478,5.86795335992087,3.91196890661391,41.0639630724278,24.6383778434567,16.4255852289711,71.1814394745476,101.687770677925
308,9.19,9.76288687507438,5.85773212504463,3.90515475002975,41.269341440025,24.761604864015,16.50773657601,71.4451196411392,102.064456630199
309,9.06,9.74735709659025,5.84841425795415,3.8989428386361,41.4743620644016,24.8846172386409,16.5897448257606,71.7104068253886,102.443438321984
310,8.92,9.73302326718196,5.83981396030918,3.89320930687278,41.67905656343,25.007433938058,16.671622625372,71.9769117628567,102.824159661224
311,8.78,9.71996991437601,5.8319819486256,3.8879879657504,41.8834500520408,25.1300700312245,16.7533800208163,72.2447879529835,103.206839932834
312,8.61,9.70791434993772,5.82474860996263,3.88316573997508,42.0875694202427,25.2525416521456,16.8350277680971,72.5136772782526,103.590967540361
313,8.47,9.69693820544865,5.81816292326919,3.87877528217946,42.2914356215914,25.3748613729548,16.9165742486366,72.7837233578561,103.97674765408
314,8.33,9.68694832122804,5.81216899273682,3.87477932849121,42.4950713239058,25.4970427943435,16.9980285295623,73.0548275031874,104.364039290268
315,8.19,9.67766424545564,5.80659854727338,3.87106569818225,42.6984972386516,25.619098343191,17.0793988954606,73.3266260777501,104.752322968214
316,8.03,9.66922593539426,5.80153556123655,3.8676903741577,42.9017281878062,25.7410369126837,17.1606912751225,73.5993357724806,105.141908246401
317,7.89,9.66154421836694,5.79692653102016,3.86461768734678,43.1047819324494,25.8628691594697,17.2419127729798,73.8728566111429,105.532652301633
318,7.75,9.65455244381335,5.79273146628801,3.86182097752534,43.3076743610352,25.9846046166211,17.3230697444141,74.1471175267879,105.924453609697
319,7.58,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
320,7.44,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
321,7.28,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
322,7.14,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
323,6.97,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
324,6.81,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
325,6.64,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
326,6.5,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
327,6.33,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
328,6.17,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
329,6.03,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
330,5.86,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
331,5.69,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
332,5.53,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
333,5.36,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
334,5.19,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
335,5.03,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
336,4.86,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
337,4.69,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
338,4.53,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
339,4.36,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
340,4.19,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
341,4.03,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
342,3.86,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
343,3.72,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
344,3.56,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
345,3.39,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
346,3.22,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
347,3.08,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
348,2.92,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
349,2.75,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
350,2.61,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
351,2.44,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
352,2.31,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
353,2.14,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
354,2,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
355,1.83,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
356,1.72,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
357,1.56,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
358,1.42,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
359,1.31,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
360,1.17,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
361,1.03,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
362,0.89,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
363,0.78,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
364,0.67,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
365,0.56,9.64820324587992,5.78892194752795,3.85928129835197,43.5104199623552,26.1062519774131,17.4041679849421,74.4220724915292,106.31724641647
